PCT_DIABETES_ADULTS13,PCT_HSPA15,PCT_LACCESS_HHNV15,PCT_NSLP15,PCT_FMRKT_FRVEG16,PCT_OBESE_ADULTS13,PCT_LACCESS_WHITE15,PCT_NHNA10,PCT_FMRKT_SFMNP16,SPECSPTH14,PCT_LACCESS_CHILD15,PCT_LACCESS_MULTIR15,SODATAX_VENDM14,PCT_NHBLACK10,PCT_SFSP15,SNAPSPTH16,PCT_LACCESS_SENIORS15,PCT_FMRKT_WICCASH16,PCT_LACCESS_BLACK15,State,SUPERCPTH14,PCT_LACCESS_POP15,FOODHUB16,PCT_NHWHITE10,PCT_FMRKT_BAKED16,FFRPTH14,PCT_NHPI10,POVRATE15,PCT_LACCESS_SNAP15,PCT_LACCESS_HISP15,FMRKTPTH16,FOOD_TAX14,METRO13,SODATAX_STORES14,PCT_HISP10,PCT_FMRKT_OTHERFOOD16,CHIPSTAX_STORES14,MEDHHINC15,PCT_65OLDER10,PCT_NHASIAN10,PCT_WIC15,PCT_SBP15,RECFACPTH14,PCT_LACCESS_NHASIAN15,CONVSPTH14,PCT_SNAP16,PCT_FMRKT_CREDIT16,PCT_FMRKT_WIC16,County,PCT_LACCESS_LOWI15,FSRPTH14,PCT_LACCESS_NHNA15,PCT_18YOUNGER10,PCT_LACCESS_NHPI15,CHIPSTAX_VENDM14,GROCPTH14,PCT_FMRKT_ANMLPROD16,FIPS,PCT_FMRKT_SNAP16
13.3,25.400000000000006,3.8719094601946606,10.93452934248121,,35.9,2.5799238987403936,0.30703663817794374,,0.068288908,0.7722886215085627,0.1359165617294219,4.0,9.55708819283734,1.0271087814950426,1.22512763326582,0.5647062570034485,,0.5613937257870725,AL,0.022763,3.3680065770122813,0,81.10120752468896,,0.455259384,0.02520450014893568,20.2,0.69727747526534,0.18535746009316523,0.0,4.0,True,4.0,7.83630822812364,,4.0,42767.0,13.566895034713472,0.2864147744197237,2.7193521519644355,5.2329982595108975,0.0455259,0.005604761286846985,0.773940953,16.97643575350071,,,Chilton,1.4605309613523727,0.409733446,0.021677205050475223,25.11284742112137,0.06349041948817817,4.0,0.136577815,,1021,
18.1,25.400000000000006,7.211671047223731,10.93452934248121,0.0,40.8,5.367030350915232,0.12987950068547516,0.0,0.0,4.023045451848019,0.06399120181772083,4.0,43.22101161699978,1.0271087814950426,1.18012263013417,3.2677715939379466,0.0,14.0357163333589,AL,0.0,19.50281549095887,0,55.55956418211993,0.0,0.45034902,0.0,24.4,6.138276316547528,0.08169374889640883,0.07696451935657661,4.0,False,4.0,0.5267335305577603,0.0,4.0,35089.0,18.17591456815066,0.08658633379031676,2.7193521519644355,5.2329982595108975,0.0,0.0,0.900698041,16.97643575350071,0.0,0.0,Choctaw,7.290419052432211,0.37529085,0.03607764021439844,22.663972869615414,0.0,4.0,0.22517451,0.0,1023,0.0
16.3,25.400000000000006,9.129547508159378,10.93452934248121,100.0,38.2,8.63005698560233,0.3716176982928812,100.0,0.080176388,5.896632407570549,0.21287069730473346,4.0,43.66507954941354,1.0271087814950426,1.68087897671368,3.2616907024361708,0.0,13.145564632511245,AL,0.080176388,22.11483889428084,0,53.97359965935045,50.0,1.042293045,0.015484070762203383,22.2,4.148988028320993,0.3126737467327999,0.0819940964250574,4.0,False,4.0,1.0490457941392792,50.0,4.0,37317.0,16.157627840359233,0.2864553091007626,2.7193521519644355,5.2329982595108975,0.120264582,0.053733992662344285,0.521146522,16.97643575350071,50.0,0.0,Clarke,11.154712302637634,0.60132291,0.06878701117483219,24.731932024929353,0.003825570674021643,4.0,0.20044097,50.0,1025,50.0
14.6,25.400000000000006,3.401923080286155,10.93452934248121,0.0,37.3,4.008493619202447,0.3947746195808211,0.0,0.073789847,1.028049402183477,0.11472364913669465,4.0,14.699971289118578,1.0271087814950426,0.982063445004447,0.7852368521612403,0.0,0.46343537898193515,AL,0.0,4.613414584500919,0,80.289979902383,0.0,0.295159386,0.0,18.4,0.7238262466098201,0.07988899797455787,0.14823599169878446,4.0,False,4.0,2.863910422049957,0.0,4.0,38908.0,17.578237151880565,0.1650875681883434,2.7193521519644355,5.2329982595108975,0.0,0.00689594066263749,0.516528926,16.97643575350071,0.0,0.0,Clay,2.3268798802372164,0.442739079,0.019865980807184467,22.566752799310937,0.0,4.0,0.22136954,0.0,1027,0.0
12.6,25.400000000000006,3.552265349129044,10.93452934248121,100.0,30.0,5.154791783400501,0.33395671920919046,100.0,0.0,1.2591615719612876,0.09388469843185948,4.0,3.2994923857868024,1.0271087814950426,0.76498704547485,0.7485629817540141,0.0,0.012715224942006813,AL,0.0,5.273411320245745,0,93.21399946566925,100.0,0.530503979,0.00667913438418381,18.9,0.6712892316282975,0.09129877641423191,0.06700616456714018,4.0,False,4.0,2.0504942559444297,100.0,4.0,42136.0,15.769436281057974,0.15362009083622763,2.7193521519644355,5.2329982595108975,0.066312997,0.0008009229478335761,0.663129973,16.97643575350071,100.0,0.0,Cleburne,2.071715769553613,0.132625995,0.011218697743296487,23.71760619823671,0.0,4.0,0.132625995,100.0,1029,0.0
15.9,25.400000000000006,2.7371308876188927,10.93452934248121,100.0,33.7,16.942371617756066,1.2052534636021464,100.0,0.0196429,5.144449659195704,1.043569894503852,4.0,16.531192440137744,1.0271087814950426,0.881713713088406,2.2089558035000403,0.0,2.2639359511944623,AL,0.0196429,20.994005725991233,0,72.3432369664451,100.0,0.667858335,0.10210619043805559,16.2,1.9978051178228171,1.2149268401550692,0.019521336821145513,4.0,False,4.0,6.366621286137583,100.0,4.0,46858.0,14.435012412909426,1.2593096820693521,2.7193521519644355,5.2329982595108975,0.078571569,0.46761284338248976,0.53035809,16.97643575350071,0.0,0.0,Coffee,5.9812031395362775,0.550000982,0.21663687827550454,24.193160887322815,0.059878595850246664,4.0,0.098214461,100.0,1031,0.0
18.7,25.400000000000006,2.9959598358393227,10.93452934248121,33.3333333333333,37.5,17.372829382930718,0.4813698831483795,33.3333333333333,0.0550025,4.790221905716984,0.48565425486451097,4.0,15.988094363195415,1.0271087814950426,1.39718902169101,3.4320937420703315,33.3333333333333,2.3040641953350667,AL,0.0183342,20.385952642876276,0,79.61710884103769,33.3333333333333,0.953376235,0.02572205482472257,18.1,3.6827821822294777,0.3658048822977199,0.05533421868083223,4.0,True,4.0,2.0081575659586974,33.3333333333333,4.0,41171.0,17.386271771882118,0.4115528771955611,2.7193521519644355,5.2329982595108975,0.11000495,0.15042673968671638,0.78836881,16.97643575350071,33.3333333333333,33.3333333333333,Colbert,6.551704535138825,0.696698018,0.07114078763254704,22.109943411479385,0.0018372896303373264,4.0,0.183341584,33.3333333333333,1033,33.3333333333333
17.4,25.400000000000006,5.789568182885138,10.93452934248121,100.0,36.4,19.263836215146355,0.3326277592984578,100.0,0.0,5.253773645420049,0.36426832065265874,4.0,46.28061687329906,1.0271087814950426,1.26395051768186,5.667538576271386,0.0,7.1331484054223235,AL,0.0,26.900207440887964,0,51.133958270335654,100.0,0.552486188,0.0,28.3,7.609672179518561,0.16563230971386,0.08067769261799113,4.0,False,4.0,1.2171152101602662,100.0,4.0,29981.0,17.856062896885394,0.12851527063804052,2.7193521519644355,5.2329982595108975,0.0,0.030131384897385774,1.104972376,16.97643575350071,0.0,0.0,Conecuh,13.2297762622088,0.315706393,0.10882311467430679,22.996673722407017,0.0,4.0,0.157853197,100.0,1035,0.0
17.3,25.400000000000006,5.844221712676971,10.93452934248121,,39.7,20.027960895894964,0.3466504896438166,,0.0,4.336999536112982,0.2831204839333876,4.0,30.8172285293353,1.0271087814950426,0.378036102447784,4.895999954025262,,4.161547340364001,AL,0.0,24.516252133091168,0,65.89825808128954,,0.091861106,0.0,20.3,3.0728887420509805,0.24736455704768698,0.0,4.0,False,4.0,1.9932403154519454,,4.0,36078.0,17.07253661495797,0.12132767137533582,2.7193521519644355,5.2329982595108975,0.0,0.013960188257932318,0.734888848,16.97643575350071,,,Coosa,10.12480748542976,0.0,0.028962837269303838,20.539041511396135,0.0007003995159158098,4.0,0.091861106,,1037,
14.7,25.400000000000006,3.3001270001401,10.93452934248121,0.0,34.0,8.969370839059156,0.5189990732159407,0.0,0.052751,2.0759194699757684,0.11208109719767034,4.0,12.405666622534092,1.0271087814950426,1.4594123195757,1.9293350298475411,0.0,0.8384014158671892,AL,0.0263755,9.980464049266544,0,84.07520190652721,0.0,0.633011552,0.0026479544551833707,22.3,1.4271134851647223,0.06908098896961419,0.053393133643013506,4.0,False,4.0,1.2789620018535681,0.0,4.0,36355.0,18.37415596451741,0.3918972593671389,2.7193521519644355,5.2329982595108975,0.079126444,0.011033602803957872,0.923141847,16.97643575350071,0.0,0.0,Covington,4.370326751105626,0.474758664,0.04957708276118946,22.56851582152787,0.0,4.0,0.158252888,0.0,1039,0.0
16.5,25.400000000000006,4.438704254915358,10.93452934248121,0.0,39.7,27.84056508280821,0.402703868833597,0.0,0.0,9.192671845769596,0.6698839629983186,4.0,23.306486408744426,1.0271087814950426,1.32370205323558,5.455149518172645,0.0,9.26913022219646,AL,0.0,37.96178977914188,0,72.05522795915432,0.0,0.357730557,0.007191140514885661,19.9,7.827321755726486,0.25659789233860925,0.07187522461007691,4.0,False,4.0,1.466992665036675,0.0,4.0,36759.0,15.892420537897312,1.35912555731339,2.7193521519644355,5.2329982595108975,0.0,0.06871941621784151,0.50082278,16.97643575350071,0.0,0.0,Crenshaw,17.039060380152165,0.429276669,0.11349111675158134,23.788292823241765,0.0,4.0,0.214638334,0.0,1041,0.0
14.4,25.400000000000006,3.2982458046664886,10.93452934248121,100.0,33.4,6.958200188788734,0.49374424794169586,100.0,0.0492071,1.7822768166052532,0.23766959260181952,4.0,1.021068079496555,1.0271087814950426,0.990247076750211,1.2630533491441809,0.0,0.0417480154692263,AL,0.0123018,7.3380969101382725,0,92.73934780986494,100.0,0.651994735,0.02238638907544213,19.4,1.1118573448773978,0.45609741824640826,0.01212547440918626,4.0,False,4.0,4.2956993259209515,100.0,4.0,39290.0,15.931646892022982,0.42161032758749345,2.7193521519644355,5.2329982595108975,0.0369054,0.06879024204331605,0.602787585,16.97643575350071,100.0,0.0,Cullman,3.1096062497312267,0.590485798,0.030064303004947144,23.183593264184267,0.001624562080691105,4.0,0.184526812,100.0,1043,100.0
14.1,25.400000000000006,3.0655048470906654,10.93452934248121,50.0,36.5,19.979304069027286,0.6706334202304431,50.0,0.0,8.246732551427355,1.9718251201225965,4.0,18.996636882848104,1.0271087814950426,1.05973807879305,2.7157217244937217,0.0,5.415993446898111,AL,0.0202086,27.933712995483674,0,71.0533123718931,0.0,0.687090777,0.08358042626017392,18.5,3.418145695350062,2.422768055381903,0.04062893592816804,4.0,False,4.0,5.6138186304750155,50.0,4.0,45294.0,13.450478597440846,1.0487353485502777,2.7193521519644355,5.2329982595108975,0.0404171,0.31292738047146923,0.646673672,16.97643575350071,0.0,0.0,Dale,10.559380332897096,0.606256568,0.216183957875696,24.829356629718813,0.037479035243626786,4.0,0.161668418,50.0,1045,0.0
19.0,25.400000000000006,5.794713907896636,10.93452934248121,100.0,40.8,4.2563885424707895,0.17800091282519398,100.0,0.0,4.4315119925213375,0.1426158763877305,4.0,69.17845732542219,1.0271087814950426,1.20184296474039,2.8455496820599495,100.0,12.967877532128004,AL,0.0239745,17.4350909803699,0,28.927430397078957,100.0,0.455515332,0.013692377909630304,34.6,6.595094049249297,0.11746275516326928,0.024995000999800038,4.0,False,4.0,0.7051574623459608,100.0,4.0,29682.0,14.06891830214514,0.3286170698311274,2.7193521519644355,5.2329982595108975,0.047949,0.04780320069867139,0.743209225,16.97643575350071,0.0,100.0,Dallas,11.556270931993701,0.359617367,0.02001855715295993,26.460520310360565,0.00038724226026108405,4.0,0.191795929,100.0,1047,100.0
13.4,25.400000000000006,2.7566603192181693,10.93452934248121,0.0,30.4,2.4288015121574906,1.2164423631326555,0.0,0.0422149,1.251612403827161,1.0728422716806902,4.0,1.4470742100156098,1.0271087814950426,1.15655853314528,0.3631794016229366,0.0,0.16524915033703189,AL,0.0140716,3.76865468839694,0,81.56070258335795,0.0,0.605079856,0.049220211225020745,20.6,0.6905524150280568,1.5154985426567102,0.028208744710860368,4.0,False,4.0,13.626967050584316,0.0,4.0,37305.0,13.887131024202281,0.23344443038152696,2.7193521519644355,5.2329982595108975,0.0422149,0.02777168991182959,0.703581228,16.97643575350071,0.0,0.0,DeKalb,2.166964608756782,0.436220362,0.052394405366834304,25.82795426739231,0.021595667655434192,4.0,0.197002744,0.0,1049,0.0
13.4,25.400000000000006,3.4673392169905797,10.93452934248121,50.0,35.4,11.91339191361168,0.339205326406315,50.0,0.0,4.048963832588074,0.5322598004148406,4.0,19.94123803639207,1.0271087814950426,0.914844109748693,1.9331928324358725,0.0,6.397966945965069,AL,0.0246984,18.995960540896057,0,74.96437713579563,50.0,0.555713351,0.06304931717589499,14.0,2.052276698701007,0.5312798460806729,0.024450176652526315,4.0,True,4.0,2.6846399253496087,50.0,4.0,53548.0,11.8986671374349,0.6481469805682005,2.7193521519644355,5.2329982595108975,0.0493967,0.07175141635572096,0.691554392,16.97643575350071,50.0,0.0,Elmore,6.943021713768281,0.469269052,0.07435002800191065,23.58927152818935,0.006240388926118154,4.0,0.123491856,0.0,1051,0.0
17.8,25.400000000000006,4.0093011367225335,10.93452934248121,0.0,37.7,7.868070175702732,3.3247214175735276,0.0,0.0,3.136732646440747,0.3585441829438712,4.0,31.738824082048072,1.0271087814950426,1.19053929884083,2.2018560401326575,0.0,4.6722860855709705,AL,0.026502,13.201741703268405,0,61.348156267125965,0.0,0.715554024,0.031316057308384875,24.4,3.935450427714318,0.2517974167463702,0.07951653944020357,4.0,False,4.0,1.8737440956183615,0.0,4.0,36840.0,15.167410423027741,0.22443174404342495,2.7193521519644355,5.2329982595108975,0.053004,0.009424518485040764,0.768558026,16.97643575350071,0.0,0.0,Escambia,7.219940028337117,0.530040018,0.2922054590244552,22.64933844828936,0.0012112890143599678,4.0,0.106008004,0.0,1053,0.0
16.8,25.400000000000006,3.236266680360548,10.93452934248121,66.6666666666667,35.1,17.98517777441961,0.35621947716173513,66.6666666666667,0.0482947,4.723753559600478,0.5869546424742115,4.0,15.049315330843626,1.0271087814950426,1.14643864643865,4.350987467858661,0.0,3.5380904339872643,AL,0.0193179,22.301854659492676,0,79.27702767404003,33.3333333333333,0.763056476,0.028727377190462512,19.0,3.612079170747241,0.4955053888754879,0.02925002925002925,4.0,True,4.0,3.3007756391841427,33.3333333333333,4.0,42145.0,15.807718088671837,0.629129560471129,2.7193521519644355,5.2329982595108975,0.086930485,0.12788920668119985,0.656808106,16.97643575350071,33.3333333333333,0.0,Etowah,9.40061662634827,0.550559736,0.058637126936002294,22.968495643014457,0.005105473505577248,4.0,0.125566256,33.3333333333333,1055,0.0
15.1,25.400000000000006,6.266506819350999,10.93452934248121,0.0,33.7,1.6690480526468998,0.2726059973319413,0.0,0.0,0.5262594861071522,0.04665751804145131,4.0,11.356649846296618,1.0271087814950426,0.715177887908457,0.41401506616748274,0.0,0.6471895885692129,AL,0.0592628,2.3628951514808536,0,86.0274926048373,0.0,0.53336494,0.0,20.4,0.7961257449073633,0.03440074480388446,0.06043756799226399,4.0,False,4.0,1.1832260309726814,0.0,4.0,37085.0,17.887593527057597,0.21460472130386868,2.7193521519644355,5.2329982595108975,0.0,0.0,0.474102169,16.97643575350071,0.0,0.0,Fayette,1.354458698693846,0.53336494,0.0,22.255089611971464,0.0,4.0,0.296313856,0.0,1057,0.0
13.9,25.400000000000006,3.7128103535906885,10.93452934248121,50.0,33.2,9.691881870102163,0.3816553116326016,50.0,0.0316446,2.897740583093414,1.4283838733279965,4.0,3.819707292455211,1.0271087814950426,1.02757050714557,1.5668730307062766,0.0,0.2552168103253725,AL,0.0316446,11.555140475788987,0,79.63979308604593,50.0,0.569602228,0.0063083522583901085,21.1,2.0673816992437573,1.8836563230510095,0.0632351081320349,4.0,False,4.0,14.856169568508706,50.0,4.0,38535.0,15.218899823366137,0.16086298258894777,2.7193521519644355,5.2329982595108975,0.094933705,0.04778765652274414,0.506313091,16.97643575350071,0.0,0.0,Franklin,4.120619393856075,0.506313091,0.13121466307512145,24.81390360837749,0.0006555960967180545,4.0,0.253156546,50.0,1059,50.0
13.9,25.400000000000006,2.3201701272453295,10.93452934248121,,34.1,2.005361545437786,0.7353490108249346,,0.0374364,0.5035460133073535,0.04424122775635946,4.0,9.417693169092946,1.0271087814950426,1.1992435059242,0.34857521098126054,,0.20210757878143373,AL,0.0,2.259027229296271,0,84.70324748040314,,0.374363582,0.02986188876446435,22.4,0.41738082201319415,0.07184074387948264,0.0,4.0,True,4.0,3.434117207913401,,4.0,36289.0,17.4468085106383,0.2388951101157148,2.7193521519644355,5.2329982595108975,0.0,0.005802339559704106,0.524109015,16.97643575350071,,,Geneva,0.9307847980967114,0.41179994,0.00016034418246324672,22.362821948488243,0.0013542159580811233,4.0,0.374363582,,1061,
21.0,25.400000000000006,8.343311725592004,10.93452934248121,0.0,46.3,4.524845206100276,0.12161415146489774,50.0,0.0,7.972493405091553,0.1428476312789309,4.0,81.24930901050304,1.0271087814950426,2.01852291617193,5.257263689057845,50.0,27.957277671180652,AL,0.0,32.75833066761382,0,17.26920950801548,0.0,0.11691804,0.0,37.7,12.257140033186264,0.2250420647217612,0.23747328425552125,4.0,False,4.0,0.7628524046434495,0.0,4.0,25398.0,16.07517965726921,0.16583747927031509,2.7193521519644355,5.2329982595108975,0.0,0.02131554024182554,1.403016485,16.97643575350071,0.0,0.0,Greene,21.342475716602983,0.233836081,0.11204460244066115,24.25649530127142,0.0,4.0,0.233836081,0.0,1063,0.0
16.0,25.400000000000006,9.59633824115071,10.93452934248121,100.0,40.4,8.002593594992259,0.14593908629441624,0.0,0.0,2.7188694126330075,0.07227919731662247,4.0,58.78807106598985,1.0271087814950426,0.975343320848939,1.8717534809287502,0.0,3.743160527177525,AL,0.0,11.830846128694542,0,39.42258883248731,100.0,0.461011591,0.006345177664974619,28.5,1.6153142099164037,0.07806165456238388,0.06688068485821294,4.0,True,4.0,0.8883248730964468,100.0,4.0,35470.0,15.038071065989847,0.2220812182741117,2.7193521519644355,5.2329982595108975,0.065858799,0.0,0.987881981,16.97643575350071,0.0,0.0,Hale,4.647506988087107,0.263435195,0.006467625600893591,24.841370558375633,0.006345177664974619,4.0,0.197576396,0.0,1065,0.0
